record_number,name_en,name_fr,document_types_en,document_types_fr
NRC HIA 7012,"Astronomy Technology Research and Development for Existing and Future Telescopes (remodeled, closed or transferred)","Recherche et développement en astronomie pour les télescopes actuels et à venir (remanié, aboli ou transféré)","Correspondence, memoranda of understanding; data banks; research files briefing notes, technical reports.","Correspondance, protocoles d'entente, banques de données, notes de recherche, rapports techniques."
NRC HIA 1580,"Operational Support for the National Facilities in Astronomy (remodeled, closed or transferred)",,"Correspondence, reports, articles, exhibits and programs for public outreach, photographic plates, and digital data stored on magnetic tapes, disks, and other media.",
NRC SIM 0009,"Canadian Neutron Beam Centre (remodeled, closed or transferred)","Centre canadien de faisceaux de neutrons (remanié, aboli ou transféré)","Correspondence, briefing notes, technical reports, collaboration agreements, agendas, minutes of meeting, business plans, funding guidelines, proposals, reports, and research publications.","Correspondance, notes de breffage, rapports techniques, ententes de collaboration, ordres du jour, comptes rendus, plans d'affaires, directives de financement, propositions, rapports et documentation sur recherche."
NRC TRI 1000,"TRIUMF (Tri-University Meson Facility) (remodeled, closed or transferred)","TRIUMF (Tri-University Meson Facility) (remanié, aboli ou transféré)","Treasury Board Submissions, Memoranda to Cabinet, contribution Agreements, correspondence, committee meeting agenda, minutes, and documentation, plans and reports on activities, evaluation reports.","rapports de présentations au Conseil du Trésor, mémoires au Cabinet, accords de contribution, correspondance, ordres du jour des réunions du comité, procès-verbaux, documentation, plans et rapports sur les activités d'évaluation."
NRC INMS 0011,"Development of Measurement Standards (remodeled, closed or transferred)","Développement d'étalons de mesure (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, calibration and technical reports, international committee and comparison documentation.","Correspondance, sommaires de données publiées ou non, rapports techniques et de calibration, contrats et ententes de collaboration, documentation sur des comités internationaux et documentation sur leur travail."
NRC INMS 0222,"Dissemination of Measurement Science (remodeled, closed or transferred)","Diffusion de la métrologie (remanié, aboli ou transféré)","Correspondence, printed documents, presentations, reports, bibliographies.","Correspondance, rapports techniques, documents imprimés, présentations."
NRC INMS 0208,"Measurement Science (remodeled, closed or transferred)","Sciences métrologiques (remanié, aboli ou transféré)","Correspondence, research files of published and unpublished data, reprints, briefing notes, technical analysis and assessment reports, certificates and supporting documentation, calibration and technical reports, international committees and comparison documentation and guideline documents in electronic format.","Correspondance, rapports d'évaluation, contrats, information sur les clients."
NRC INMS 0007,"Support for Canada's National Measurement System (remodeled, closed or transferred)","Soutien au système national de mesure du Canada (remanié, aboli ou transféré)","Correspondence, contracts, evaluations reports, client information.","Correspondance, rapports d'évaluation, contrats, information sur les clients."
NRC CIS 0300,"Information Intelligence Services (remodeled, closed or transferred)","Service d'information et d'intelligence (remanié, aboli ou transféré)","Correspondence, systems documentation, agreements, competitive technical intelligence reports and patent analysis documents.","Correspondance, documentation sur les systèmes, ententes, rapport d'intelligence concurrentielle et analyses de brevets."
NRC IRP 0000,"Support to NRC Clusters (remodeled, closed or transferred)","Soutien aux grappes du CNRC (remanié, aboli ou transféré)","Correspondence, project descriptions, lists of contacts and resource persons, progress and evaluation reports, briefing notes, presentations.","Correspondance, descriptions de projets, listes de contacts et de personnes ressources, rapports d'évaluation, notes de breffage et présentations."
NRC CIS 0900,"Research Press (remodeled, closed or transferred)","Presses scientifiques du CNRC (remanié, aboli ou transféré)","Policies and procedures on publications; correspondence; typesetting, printing, electronic publishing and distribution service contracts; translation of abstracts; continuing agreements and manuscripts for publication in the research journals, conference proceedings and monographs; client information and client usage statistics.","Correspondance, politiques et procédures sur les publications, documents pour la mise en forme et l'impression et la publication, contrats de distribution, traductions, ententes de service, manuscrits pour publication, information et statistiques sur la clientèle."
CNRC IOT 0005,,"Évaluation des performances marines (remanié, aboli ou transféré",,"Correspondance, notes de laboratoire, sommaires de données publiées ou non, rapports techniques, contrats, ententes de collaboration, documentation sur des brevets."
CNRC PRN 901,,"Inventions et suggestions présentées au CNRC par des particuliers ou par des entreprises privées (remanié, aboli ou transféré)",,
